method,value,se,true_value,par
MI_T,.33018062,.1317637,.5,trt
MI_LOGT,.32380322,.13345844,.5,trt
CC,.69357669,.1528447,.5,trt
MI_T,.59942353,.1377292,.5,trt
MI_LOGT,.67304647,.13639811,.5,trt
CC,.37784776,.13233657,.5,trt
MI_T,.42666441,.11895719,.5,trt
MI_LOGT,.44513425,.1150912,.5,trt
CC,.45088381,.12338082,.5,trt
MI_T,.45999843,.11092378,.5,trt
MI_LOGT,.43738791,.11561251,.5,trt
CC,.34930781,.15617712,.5,trt
MI_T,.3368977,.16327769,.5,trt
MI_LOGT,.34122273,.12561831,.5,trt
CC,.61370152,.14979939,.5,trt
MI_T,.59878331,.15701739,.5,trt
MI_LOGT,.60737628,.14288387,.5,trt
CC,.32522228,.1195506,.5,trt
MI_T,.37087604,.11170488,.5,trt
MI_LOGT,.37513551,.10941203,.5,trt
CC,.3051331,.15266007,.5,trt
MI_T,.36121923,.13421769,.5,trt
MI_LOGT,.37879431,.15058716,.5,trt
CC,.63907272,.15998779,.5,trt
MI_T,.47418824,.14637317,.5,trt
MI_LOGT,.55023181,.13138391,.5,trt
CC,.49045941,.15496299,.5,trt
MI_T,.46253783,.13288274,.5,trt
MI_LOGT,.47480428,.13099155,.5,trt
CC,.60484868,.12037321,.5,trt
MI_T,.54914474,.10163287,.5,trt
MI_LOGT,.5441516,.099112049,.5,trt
CC,.26096249,.15904692,.5,trt
MI_T,.38726833,.16161698,.5,trt
MI_LOGT,.35096171,.13286541,.5,trt
CC,.48333079,.13477342,.5,trt
MI_T,.43279251,.12241889,.5,trt
MI_LOGT,.42921254,.14043151,.5,trt
CC,.6363731,.1735895,.5,trt
MI_T,.56564021,.17066021,.5,trt
MI_LOGT,.60786396,.14962323,.5,trt
CC,.57510591,.14766741,.5,trt
MI_T,.52071905,.14621148,.5,trt
MI_LOGT,.54848111,.16048239,.5,trt
CC,.48016757,.15083735,.5,trt
MI_T,.3698926,.1243336,.5,trt
MI_LOGT,.35713917,.12277475,.5,trt
CC,.51510262,.18539029,.5,trt
MI_T,.58543104,.17373443,.5,trt
MI_LOGT,.63655835,.17117342,.5,trt
CC,.60058624,.21030606,.5,trt
MI_T,.66225398,.20007136,.5,trt
MI_LOGT,.65323651,.22259434,.5,trt
CC,.52151793,.13283513,.5,trt
MI_T,.58064234,.12453271,.5,trt
MI_LOGT,.57590181,.11381806,.5,trt
CC,.45593202,.13505983,.5,trt
MI_T,.39186808,.12983659,.5,trt
MI_LOGT,.43446258,.14253579,.5,trt
CC,.57635295,.13082248,.5,trt
MI_T,.57389027,.13114846,.5,trt
MI_LOGT,.51984799,.13738775,.5,trt
CC,.53842264,.13741377,.5,trt
MI_T,.54256535,.11027485,.5,trt
MI_LOGT,.54680336,.11221039,.5,trt
CC,.38814992,.14783083,.5,trt
MI_T,.48494062,.15314302,.5,trt
MI_LOGT,.44306299,.15173113,.5,trt
CC,.44071403,.15314145,.5,trt
MI_T,.42777625,.12702549,.5,trt
MI_LOGT,.40446201,.18159054,.5,trt
CC,.40332031,.14486007,.5,trt
MI_T,.41651112,.11924899,.5,trt
MI_LOGT,.3615216,.12298217,.5,trt
CC,.84706724,.15935203,.5,trt
MI_T,.68358463,.1476485,.5,trt
MI_LOGT,.6300807,.12991241,.5,trt
CC,.2628831,.15686354,.5,trt
MI_T,.2989012,.13578086,.5,trt
MI_LOGT,.28523821,.1392501,.5,trt
CC,.46488968,.14659637,.5,trt
MI_T,.47589752,.11927892,.5,trt
MI_LOGT,.46668112,.12716903,.5,trt
CC,.32186115,.16007422,.5,trt
MI_T,.35478583,.16364959,.5,trt
MI_LOGT,.39390069,.13686787,.5,trt
CC,.43929192,.12260093,.5,trt
MI_T,.40266132,.11193047,.5,trt
MI_LOGT,.47344545,.10466774,.5,trt
CC,.91463226,.1759593,.5,trt
MI_T,.73768479,.16175421,.5,trt
MI_LOGT,.68153465,.15127881,.5,trt
CC,.53626186,.12599023,.5,trt
MI_T,.60818845,.11916651,.5,trt
MI_LOGT,.5883069,.120502,.5,trt
CC,.52232558,.16674595,.5,trt
MI_T,.43179172,.12160385,.5,trt
MI_LOGT,.45389119,.1163905,.5,trt
CC,.46245027,.13165434,.5,trt
MI_T,.48404989,.10829864,.5,trt
MI_LOGT,.45942858,.12204387,.5,trt
CC,.22097573,.14100467,.5,trt
MI_T,.25456673,.11664444,.5,trt
MI_LOGT,.240187,.12280134,.5,trt
CC,.45218971,.13842721,.5,trt
MI_T,.40409863,.15949127,.5,trt
MI_LOGT,.43385738,.13813578,.5,trt
CC,.51615441,.12688057,.5,trt
MI_T,.56081671,.12893279,.5,trt
MI_LOGT,.5197742,.12830792,.5,trt
CC,.54812735,.13273203,.5,trt
MI_T,.52827668,.1289888,.5,trt
MI_LOGT,.50439566,.11745428,.5,trt
CC,.50662845,.129206,.5,trt
MI_T,.43503714,.13667706,.5,trt
MI_LOGT,.44655979,.12529635,.5,trt
CC,.72064239,.16282226,.5,trt
MI_T,.65766484,.13200009,.5,trt
MI_LOGT,.66246206,.1725468,.5,trt
CC,.55949849,.13937742,.5,trt
MI_T,.57092386,.12016761,.5,trt
MI_LOGT,.59582031,.12073436,.5,trt
CC,.5716179,.20534983,.5,trt
MI_T,.48487175,.15514065,.5,trt
MI_LOGT,.50167537,.15856019,.5,trt
CC,.61403072,.15764032,.5,trt
MI_T,.49996406,.13856959,.5,trt
MI_LOGT,.5160315,.14922322,.5,trt
CC,.3681697,.11937717,.5,trt
MI_T,.3811616,.13655652,.5,trt
MI_LOGT,.4216454,.10856973,.5,trt
CC,.53549588,.1609457,.5,trt
MI_T,.49309471,.139843,.5,trt
MI_LOGT,.47929657,.17102671,.5,trt
CC,.38817573,.17516065,.5,trt
MI_T,.3490876,.14684533,.5,trt
MI_LOGT,.33767161,.14544103,.5,trt
CC,.41719207,.12987527,.5,trt
MI_T,.2668747,.10889205,.5,trt
MI_LOGT,.28816774,.10782941,.5,trt
CC,.43520007,.14528432,.5,trt
MI_T,.53769577,.12726462,.5,trt
MI_LOGT,.53673857,.12464156,.5,trt
CC,.43684772,.12120274,.5,trt
MI_T,.52131885,.10906877,.5,trt
MI_LOGT,.51855671,.12228506,.5,trt
CC,.20592083,.11386372,.5,trt
MI_T,.2455298,.11735568,.5,trt
MI_LOGT,.2276817,.13722549,.5,trt
CC,.7399978,.15053548,.5,trt
MI_T,.67468548,.13956296,.5,trt
MI_LOGT,.67457467,.15588376,.5,trt
CC,.48526582,.15294337,.5,trt
MI_T,.41415742,.14441392,.5,trt
MI_LOGT,.30774182,.14886639,.5,trt
CC,.49048293,.16386223,.5,trt
MI_T,.47867998,.15613426,.5,trt
MI_LOGT,.47167379,.15402327,.5,trt
CC,.63424718,.15602341,.5,trt
MI_T,.54225588,.13668144,.5,trt
MI_LOGT,.5070262,.14294784,.5,trt
CC,.37650016,.12682028,.5,trt
MI_T,.36124304,.10180572,.5,trt
MI_LOGT,.35575023,.1112533,.5,trt
CC,.49069232,.16065671,.5,trt
MI_T,.42751893,.12312511,.5,trt
MI_LOGT,.45421931,.14838721,.5,trt
CC,.66721755,.14819144,.5,trt
MI_T,.56096762,.14584799,.5,trt
MI_LOGT,.55163795,.13584641,.5,trt
CC,.72562879,.13840713,.5,trt
MI_T,.65596044,.11734698,.5,trt
MI_LOGT,.71387792,.13487436,.5,trt
CC,.37485307,.12564419,.5,trt
MI_T,.39901146,.11288072,.5,trt
MI_LOGT,.40401947,.12752566,.5,trt
CC,.29745251,.13055474,.5,trt
MI_T,.27405664,.11643483,.5,trt
MI_LOGT,.27978864,.11923615,.5,trt
CC,.50212675,.14810114,.5,trt
MI_T,.51761007,.14401811,.5,trt
MI_LOGT,.51403826,.14007105,.5,trt
CC,.57775104,.14074452,.5,trt
MI_T,.56763202,.12746927,.5,trt
MI_LOGT,.6148873,.11862567,.5,trt
CC,.35819104,.13060865,.5,trt
MI_T,.3191973,.14500593,.5,trt
MI_LOGT,.35788545,.14622122,.5,trt
CC,.50630474,.1412098,.5,trt
MI_T,.44063556,.11560979,.5,trt
MI_LOGT,.4630653,.1158849,.5,trt
CC,.62770766,.16178147,.5,trt
MI_T,.71409488,.15563031,.5,trt
MI_LOGT,.78617305,.15743287,.5,trt
CC,.62596369,.16899367,.5,trt
MI_T,.58261746,.1596881,.5,trt
MI_LOGT,.6029644,.1342048,.5,trt
CC,.82024008,.1517916,.5,trt
MI_T,.81235325,.15108946,.5,trt
MI_LOGT,.8368724,.13137099,.5,trt
CC,.53162956,.15627493,.5,trt
MI_T,.72355676,.15909462,.5,trt
MI_LOGT,.70130283,.1753324,.5,trt
CC,.27884161,.13452974,.5,trt
MI_T,.24486807,.13632625,.5,trt
MI_LOGT,.25308174,.1091714,.5,trt
CC,.4899309,.13294527,.5,trt
MI_T,.58596838,.12887514,.5,trt
MI_LOGT,.56254035,.12897108,.5,trt
CC,.4599475,.13436554,.5,trt
MI_T,.41228867,.1219795,.5,trt
MI_LOGT,.42903668,.10612364,.5,trt
CC,.83435798,.16278009,.5,trt
MI_T,.72692478,.17848249,.5,trt
MI_LOGT,.68677348,.13589525,.5,trt
CC,.47490737,.13803592,.5,trt
MI_T,.45095503,.13343866,.5,trt
MI_LOGT,.49860832,.13305528,.5,trt
CC,.63931495,.15221323,.5,trt
MI_T,.51827264,.13418302,.5,trt
MI_LOGT,.59193873,.15871418,.5,trt
CC,.53676575,.14134221,.5,trt
MI_T,.34331498,.12858006,.5,trt
MI_LOGT,.3449319,.11616358,.5,trt
CC,.55420542,.16073604,.5,trt
MI_T,.55177891,.13993943,.5,trt
MI_LOGT,.59764332,.14133194,.5,trt
CC,.97376066,.17022991,.5,trt
MI_T,.87300581,.15440144,.5,trt
MI_LOGT,.87609953,.14297895,.5,trt
CC,.58105916,.14957598,.5,trt
MI_T,.54649234,.15614618,.5,trt
MI_LOGT,.53350037,.1193748,.5,trt
CC,.57358927,.1397163,.5,trt
MI_T,.55542576,.13432279,.5,trt
MI_LOGT,.51199228,.13471764,.5,trt
CC,.88436025,.1803118,.5,trt
MI_T,.69142401,.12941113,.5,trt
MI_LOGT,.77260476,.1411837,.5,trt
CC,.57796425,.15490811,.5,trt
MI_T,.55639237,.15816458,.5,trt
MI_LOGT,.58070737,.12308616,.5,trt
CC,.38048771,.16487099,.5,trt
MI_T,.33710366,.16490361,.5,trt
MI_LOGT,.36748034,.14336972,.5,trt
CC,.22167175,.15282145,.5,trt
MI_T,.28689161,.12186445,.5,trt
MI_LOGT,.30313069,.12909915,.5,trt
CC,.52788574,.15189457,.5,trt
MI_T,.50066173,.14623924,.5,trt
MI_LOGT,.45720881,.13516964,.5,trt
CC,.62572265,.14276879,.5,trt
MI_T,.66303873,.12926398,.5,trt
MI_LOGT,.62899894,.15896626,.5,trt
CC,.48252606,.14451015,.5,trt
MI_T,.48351359,.13619925,.5,trt
MI_LOGT,.52388763,.137823,.5,trt
CC,.53183025,.14916508,.5,trt
MI_T,.4754633,.13569947,.5,trt
MI_LOGT,.57064223,.1239185,.5,trt
CC,.56707734,.13743514,.5,trt
MI_T,.52055377,.12420762,.5,trt
MI_LOGT,.58295119,.1287147,.5,trt
CC,.52212179,.13585456,.5,trt
MI_T,.47301877,.11455713,.5,trt
MI_LOGT,.4620578,.11600818,.5,trt
CC,.7279461,.15908016,.5,trt
MI_T,.73662776,.15435968,.5,trt
MI_LOGT,.74105483,.15287004,.5,trt
CC,.5938102,.13024393,.5,trt
MI_T,.59964418,.11895697,.5,trt
MI_LOGT,.56081587,.12031025,.5,trt
CC,.50898111,.13811985,.5,trt
MI_T,.46716589,.12155116,.5,trt
MI_LOGT,.45861748,.13538754,.5,trt
CC,.51372242,.1477675,.5,trt
MI_T,.55246824,.13069145,.5,trt
MI_LOGT,.53950036,.14238776,.5,trt
CC,.64812511,.14025982,.5,trt
MI_T,.68763238,.13065889,.5,trt
MI_LOGT,.61883301,.11107825,.5,trt
CC,.35716495,.13711296,.5,trt
MI_T,.3292416,.13288617,.5,trt
MI_LOGT,.36487517,.13190581,.5,trt
CC,.3789534,.1432917,.5,trt
MI_T,.37932175,.14804086,.5,trt
MI_LOGT,.36987284,.12918441,.5,trt
CC,.39234117,.15795378,.5,trt
MI_T,.45609316,.14773792,.5,trt
MI_LOGT,.49584365,.15416427,.5,trt
CC,.5015837,.15242037,.5,trt
MI_T,.56968051,.12854268,.5,trt
MI_LOGT,.60326803,.11843944,.5,trt
CC,.49674436,.13662764,.5,trt
MI_T,.43694195,.11500333,.5,trt
MI_LOGT,.42615461,.11405315,.5,trt
CC,.44597191,.1573838,.5,trt
MI_T,.37658975,.12903343,.5,trt
MI_LOGT,.34696698,.12893993,.5,trt
CC,.53155684,.14449075,.5,trt
MI_T,.4837946,.12000886,.5,trt
MI_LOGT,.48717147,.15469509,.5,trt
CC,.60590523,.16652206,.5,trt
MI_T,.68704128,.16082667,.5,trt
MI_LOGT,.6911478,.13489118,.5,trt
CC,.37258559,.12168867,.5,trt
MI_T,.50015998,.10084961,.5,trt
MI_LOGT,.53527272,.11160067,.5,trt
CC,.6164881,.14377131,.5,trt
MI_T,.54547101,.13427815,.5,trt
MI_LOGT,.55171794,.15318251,.5,trt
CC,.45534566,.18839847,.5,trt
MI_T,.45487979,.14184739,.5,trt
MI_LOGT,.41160166,.15926909,.5,trt
CC,.65088952,.15000555,.5,trt
MI_T,.5292145,.15953578,.5,trt
MI_LOGT,.52645886,.14586265,.5,trt
CC,.60739785,.18042862,.5,trt
MI_T,.6180591,.1460132,.5,trt
MI_LOGT,.60160685,.14830734,.5,trt
CC,.37277168,.14671689,.5,trt
MI_T,.38619974,.12976198,.5,trt
MI_LOGT,.31314814,.12726639,.5,trt
CC,.50258303,.13392982,.5,trt
MI_T,.59614259,.14018114,.5,trt
MI_LOGT,.54234111,.13574672,.5,trt
CC,.51435995,.13879682,.5,trt
MI_T,.44853029,.15207258,.5,trt
MI_LOGT,.43988863,.138061,.5,trt
CC,.5870645,.16553155,.5,trt
MI_T,.387355,.13713388,.5,trt
MI_LOGT,.3810952,.13280934,.5,trt
CC,.70543838,.16448173,.5,trt
MI_T,.55180377,.12891942,.5,trt
MI_LOGT,.63165402,.17436552,.5,trt
CC,.66448355,.13691857,.5,trt
MI_T,.7345506,.11674295,.5,trt
MI_LOGT,.69922823,.13020858,.5,trt
CC,.67298669,.1456742,.5,trt
MI_T,.63408715,.12691467,.5,trt
MI_LOGT,.61817437,.13310823,.5,trt
CC,.53943235,.12631679,.5,trt
MI_T,.55737829,.12416606,.5,trt
MI_LOGT,.6101414,.11964831,.5,trt
CC,.63693547,.15743689,.5,trt
MI_T,.61357123,.1508684,.5,trt
MI_LOGT,.66009808,.16628729,.5,trt
CC,.49079055,.14355443,.5,trt
MI_T,.47153938,.14662994,.5,trt
MI_LOGT,.5139361,.14656471,.5,trt
CC,.44288549,.1660798,.5,trt
MI_T,.51025057,.14580438,.5,trt
MI_LOGT,.51574224,.15603505,.5,trt
CC,.58963168,.14484355,.5,trt
MI_T,.5431987,.13542387,.5,trt
MI_LOGT,.6524967,.1125923,.5,trt
CC,.47242489,.15338324,.5,trt
MI_T,.5194298,.11320585,.5,trt
MI_LOGT,.47369295,.11913148,.5,trt
CC,.42220834,.13682124,.5,trt
MI_T,.35591811,.12666868,.5,trt
MI_LOGT,.35552371,.12466916,.5,trt
CC,.3365722,.17005493,.5,trt
MI_T,.20572557,.15056926,.5,trt
MI_LOGT,.35388216,.13600999,.5,trt
CC,.47025838,.1339231,.5,trt
MI_T,.42874575,.12263446,.5,trt
MI_LOGT,.39695135,.11744338,.5,trt
CC,.6056658,.13787265,.5,trt
MI_T,.52703595,.12454734,.5,trt
MI_LOGT,.51686126,.12464391,.5,trt
CC,.6982246,.16224158,.5,trt
MI_T,.65908277,.14725739,.5,trt
MI_LOGT,.63869661,.12552536,.5,trt
CC,.23183921,.12797613,.5,trt
MI_T,.23004632,.10980608,.5,trt
MI_LOGT,.22842279,.11051932,.5,trt
CC,.44098014,.14265218,.5,trt
MI_T,.4379392,.12786929,.5,trt
MI_LOGT,.43755129,.13421781,.5,trt
CC,.42019382,.15552653,.5,trt
MI_T,.43817627,.13749392,.5,trt
MI_LOGT,.41213045,.14849988,.5,trt
CC,.78834623,.14494273,.5,trt
MI_T,.70533293,.1210858,.5,trt
MI_LOGT,.71194082,.12192071,.5,trt
CC,.50663394,.14126495,.5,trt
MI_T,.52973425,.12328675,.5,trt
MI_LOGT,.55524564,.13528278,.5,trt
CC,.48880506,.14957377,.5,trt
MI_T,.45062131,.11929175,.5,trt
MI_LOGT,.45746994,.12900595,.5,trt
CC,.53549939,.15664922,.5,trt
MI_T,.55926162,.14572024,.5,trt
MI_LOGT,.52936608,.14808287,.5,trt
CC,.54296815,.14644317,.5,trt
MI_T,.38637438,.1216911,.5,trt
MI_LOGT,.4224188,.14033686,.5,trt
CC,.4525246,.14311144,.5,trt
MI_T,.53098619,.12853235,.5,trt
MI_LOGT,.50745761,.12491935,.5,trt
CC,.3226335,.14870113,.5,trt
MI_T,.41240102,.12964541,.5,trt
MI_LOGT,.46707678,.13678533,.5,trt
CC,.54963756,.12858784,.5,trt
MI_T,.44252896,.11031616,.5,trt
MI_LOGT,.44800141,.10884973,.5,trt
CC,.41765207,.13244575,.5,trt
MI_T,.44935179,.12161981,.5,trt
MI_LOGT,.41736063,.14381565,.5,trt
CC,.60147572,.13675468,.5,trt
MI_T,.56275105,.12453436,.5,trt
MI_LOGT,.602485,.12592891,.5,trt
CC,.2446923,.14499368,.5,trt
MI_T,.3024914,.1238634,.5,trt
MI_LOGT,.27513391,.16313718,.5,trt
CC,.027511602,.15170567,.5,trt
MI_T,.070268288,.13308534,.5,trt
MI_LOGT,.10112414,.15068726,.5,trt
CC,.55265886,.1512,.5,trt
MI_T,.56805885,.13112147,.5,trt
MI_LOGT,.48360592,.11459128,.5,trt
CC,.88279146,.16995576,.5,trt
MI_T,.70567298,.14595783,.5,trt
MI_LOGT,.72466046,.13920952,.5,trt
CC,.3790282,.14319588,.5,trt
MI_T,.40716702,.13028565,.5,trt
MI_LOGT,.45891902,.12053104,.5,trt
CC,.48059767,.13843979,.5,trt
MI_T,.48053631,.12081482,.5,trt
MI_LOGT,.53440762,.13963106,.5,trt
CC,.47618642,.11859172,.5,trt
MI_T,.38684914,.10228261,.5,trt
MI_LOGT,.4204587,.099844493,.5,trt
CC,.25236771,.15615965,.5,trt
MI_T,.33781061,.12952447,.5,trt
MI_LOGT,.33510321,.12852293,.5,trt
CC,.43594342,.16394526,.5,trt
MI_T,.43925858,.18226022,.5,trt
MI_LOGT,.54229999,.13433397,.5,trt
CC,.49842006,.13733916,.5,trt
MI_T,.49481195,.136114,.5,trt
MI_LOGT,.4840492,.15267009,.5,trt
CC,.31384709,.15236236,.5,trt
MI_T,.29805735,.15710713,.5,trt
MI_LOGT,.42888239,.13680491,.5,trt
CC,.49982417,.12881097,.5,trt
MI_T,.49617144,.12633872,.5,trt
MI_LOGT,.46067435,.12902446,.5,trt
CC,.4557302,.13403115,.5,trt
MI_T,.58562338,.133724,.5,trt
MI_LOGT,.55107874,.14893574,.5,trt
CC,.79163826,.18672079,.5,trt
MI_T,.51102287,.17067368,.5,trt
MI_LOGT,.54288137,.2269281,.5,trt
CC,.3630898,.13450715,.5,trt
MI_T,.34274605,.12713601,.5,trt
MI_LOGT,.34321523,.15188573,.5,trt
CC,.4648591,.1484056,.5,trt
MI_T,.52231055,.15823744,.5,trt
MI_LOGT,.51120162,.12411182,.5,trt
CC,.56876701,.1468852,.5,trt
MI_T,.54082769,.13015074,.5,trt
MI_LOGT,.57383305,.16296339,.5,trt
CC,.75086242,.17536426,.5,trt
MI_T,.58501744,.14041874,.5,trt
MI_LOGT,.60093004,.15488932,.5,trt
CC,.40081859,.1389316,.5,trt
MI_T,.41240263,.12341434,.5,trt
MI_LOGT,.41189808,.15115197,.5,trt
CC,.51464474,.1437317,.5,trt
MI_T,.53130144,.13691914,.5,trt
MI_LOGT,.55295664,.12916681,.5,trt
CC,.63911754,.14264567,.5,trt
MI_T,.63833362,.13057394,.5,trt
MI_LOGT,.62965471,.14803338,.5,trt
CC,.6621533,.15839316,.5,trt
MI_T,.64024788,.13829014,.5,trt
MI_LOGT,.67854548,.14488342,.5,trt
CC,.58105254,.16095848,.5,trt
MI_T,.51154333,.16898568,.5,trt
MI_LOGT,.49819145,.15025181,.5,trt
CC,.78677517,.15349132,.5,trt
MI_T,.64128608,.12586607,.5,trt
MI_LOGT,.68252289,.11919977,.5,trt
CC,.65763509,.14991847,.5,trt
MI_T,.60227865,.12824862,.5,trt
MI_LOGT,.61341453,.16208296,.5,trt
CC,.37961936,.1362942,.5,trt
MI_T,.4890241,.11777683,.5,trt
MI_LOGT,.49610281,.1284003,.5,trt
CC,.68954164,.17835821,.5,trt
MI_T,.57489264,.14535178,.5,trt
MI_LOGT,.5574941,.15845007,.5,trt
CC,.79475307,.16682339,.5,trt
MI_T,.75275576,.16182068,.5,trt
MI_LOGT,.7602967,.15525228,.5,trt
CC,.35427999,.11936165,.5,trt
MI_T,.35529149,.10858807,.5,trt
MI_LOGT,.35848114,.11403891,.5,trt
CC,.44491196,.13727619,.5,trt
MI_T,.37967882,.10413482,.5,trt
MI_LOGT,.39563337,.11593093,.5,trt
CC,.75096637,.1607144,.5,trt
MI_T,.7601276,.12417889,.5,trt
MI_LOGT,.69185019,.13750011,.5,trt
CC,.62642676,.17272142,.5,trt
MI_T,.6773569,.14897124,.5,trt
MI_LOGT,.57492137,.13704725,.5,trt
CC,.65614372,.15225975,.5,trt
MI_T,.63610578,.14695172,.5,trt
MI_LOGT,.64532727,.13685022,.5,trt
CC,.47703186,.14270863,.5,trt
MI_T,.37847391,.13806914,.5,trt
MI_LOGT,.40433374,.12077013,.5,trt
CC,.56547189,.17769715,.5,trt
MI_T,.49018475,.16226377,.5,trt
MI_LOGT,.47450045,.15231223,.5,trt
CC,.36411124,.13375542,.5,trt
MI_T,.43588129,.13420182,.5,trt
MI_LOGT,.36510664,.1285798,.5,trt
CC,.27495643,.14766732,.5,trt
MI_T,.25760373,.1417128,.5,trt
MI_LOGT,.29288578,.12646921,.5,trt
CC,.64729029,.18767633,.5,trt
MI_T,.53481287,.13251397,.5,trt
MI_LOGT,.53506249,.13700418,.5,trt
CC,.67245609,.15117717,.5,trt
MI_T,.69281662,.13003273,.5,trt
MI_LOGT,.69532144,.12971982,.5,trt
CC,.61799401,.1330782,.5,trt
MI_T,.63860792,.10889252,.5,trt
MI_LOGT,.63057637,.12692538,.5,trt
CC,.34319776,.13324133,.5,trt
MI_T,.32027325,.13850406,.5,trt
MI_LOGT,.36545098,.13489896,.5,trt
CC,.40549546,.11423596,.5,trt
MI_T,.33204398,.10065975,.5,trt
MI_LOGT,.37266314,.098112218,.5,trt
CC,.6205219,.14965354,.5,trt
MI_T,.72447991,.1381316,.5,trt
MI_LOGT,.66376406,.14448012,.5,trt
CC,.50322253,.13797089,.5,trt
MI_T,.41057417,.11757275,.5,trt
MI_LOGT,.41861752,.13820784,.5,trt
CC,.58221245,.15163895,.5,trt
MI_T,.50642604,.1341853,.5,trt
MI_LOGT,.53061986,.14948963,.5,trt
CC,.50831556,.14654118,.5,trt
MI_T,.60080492,.11306177,.5,trt
MI_LOGT,.53732228,.16180237,.5,trt
CC,.49578974,.172784,.5,trt
MI_T,.54631162,.16952346,.5,trt
MI_LOGT,.45499042,.14472857,.5,trt
CC,.81888974,.17642918,.5,trt
MI_T,.79183525,.16075577,.5,trt
MI_LOGT,.73689187,.20684895,.5,trt
CC,.78221089,.15897387,.5,trt
MI_T,.72479385,.13195755,.5,trt
MI_LOGT,.72578591,.13945261,.5,trt
CC,.17805894,.17033325,.5,trt
MI_T,.25093955,.14184566,.5,trt
MI_LOGT,.21578608,.12748355,.5,trt
CC,.60776049,.16180781,.5,trt
MI_T,.48252541,.11007342,.5,trt
MI_LOGT,.45411521,.1209806,.5,trt
CC,.40092921,.1441481,.5,trt
MI_T,.29049507,.15374151,.5,trt
MI_LOGT,.34539035,.12765594,.5,trt
CC,.50449973,.12553547,.5,trt
MI_T,.46930003,.11106858,.5,trt
MI_LOGT,.46693182,.11717428,.5,trt
CC,.42301449,.13048942,.5,trt
MI_T,.31772006,.1237823,.5,trt
MI_LOGT,.36452985,.11447741,.5,trt
CC,.5753808,.16747352,.5,trt
MI_T,.5188694,.1342673,.5,trt
MI_LOGT,.57442486,.18047474,.5,trt
CC,.61625785,.13879327,.5,trt
MI_T,.59974539,.12053637,.5,trt
MI_LOGT,.60876143,.13349046,.5,trt
CC,.52349949,.13574108,.5,trt
MI_T,.61009192,.13563536,.5,trt
MI_LOGT,.54815477,.12991039,.5,trt
CC,.46926278,.11726211,.5,trt
MI_T,.45276326,.15440051,.5,trt
MI_LOGT,.47189841,.099733904,.5,trt
CC,.43185857,.15588932,.5,trt
MI_T,.49258241,.13047411,.5,trt
MI_LOGT,.45580715,.14881039,.5,trt
CC,.28773904,.16481279,.5,trt
MI_T,.35594958,.15517493,.5,trt
MI_LOGT,.33868253,.17497094,.5,trt
CC,.81898731,.15400212,.5,trt
MI_T,.78761137,.12577449,.5,trt
MI_LOGT,.80288881,.13093059,.5,trt
CC,.65954328,.13547149,.5,trt
MI_T,.71661997,.13562746,.5,trt
MI_LOGT,.71992356,.11982381,.5,trt
CC,.72353917,.15630464,.5,trt
